title,company,rating,location,salary,summary,post_date,record obtained,job_url,State,City
Computational Biologist / Bioinformatics Data Scientist,Novartis,4.1,"Cambridge, MA",,"Familiarity with biological profiling technologies and the analysis tools to support them.
In this role you will work at the cutting edge of science to tackle…",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Alc63mq7XbG_XJWtX8RBizZIwo5v3DdAY7_u3VbNSkJ_xP7YBlPnYI-Kphl7S8MIhlog1XiH5cK2xrJQTPHiNfolQ_ARFb-Vae4hrYEXjD87cGlJaqlqa7cGqWQ6mzO6GxdXpe2Xz6YDfD_zJXZxEFKnBecDeCYtRqJsQwnLXXxndGOYlgn611At-cJr15UbS9xbecgyzJlf_DKUoZ5YbGVVJe3upuyZusctg6PrbdACvLz9h1k4OkocRT04wePFSGD07zUvdCcKfTUBqBcmvtcN_zVC6QpEevlqWZz5pn4FBWf7R-7mNhtI5xWAT0N1rki2NN0A_vx9E15G6WLx4rvpeD5S7bN3Hwj-p1qekwN6c5i05ZUGcnZFJFDN4UCu5tqO1PjgNEhsZZsWVjnmWG48lrUcQ8Nn8=&p=1&fvj=0&vjs=3,MA,Cambridge
Cardiopulmonary Specialist - ILD (Atlanta),United Therapeutics,3.8,"Atlanta, GA",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist - ILD maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyMHIIljHOeKBtX8O6lMGggmITdc_VtbtBITohkXg8VWHN2LxldWGgR0RWQjXEwvUSI7Hm087CoyBVAxA6YcnXaBUACfYOXprbOx-cjlNNkDFnN_Fvr-2nBLnhiYlHqsthI5ZkVBEf9CTZCWBlThxtdfurPPd0YlpEhQvoe64cbuaBf6n8qPB0UP3w-y2ogw0G3tRnHvfUxuWeN1AqRgWS6A6y-wZl4cHhkzfcJSSbtuibXq4tfEsT0WBXHgts0qOmKjSzzijdBbWMULy0SKeTrKUK5IuCJORjw2jHidjv0-t8ZXuEAXhV_Nggl9zgSIuzHUxShte5Y8Boh0Dvz5g2GjZkh6e0eLNPjQofk98z6ZX39-IVziiRaCdxkSyl0RdEJqiVCo1q-hPnWGhpsfE5uns8pNkCueXzI09hlWanv1pu7W3gV2rsY8nvAPEwTg2Om1-JSBTpbAz3zOWsuMfWPQ=&p=2&fvj=0&vjs=3,GA,Atlanta
R&D Bioinformatician,"OraSure Technologies, Inc.",3.3,"Houston, TX",,"A clear passion of ‘omics science, data analysis, and problem solving.
Team members who fill Bioinformatician roles will be responsible for the bioinformatic…",20 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=28b174865326b5ed&fccid=851d6a413d9c3880&vjs=3,TX,Houston
Biostatistician - MRDC/ORA,Odyssey Systems,3.9,"Fort Detrick, MD",,"Assist with the development of position papers, statistical analysis plans, mock tables, listings and figures, interim analysis plans, statistical programming…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=4e3ba3bd533f2917&fccid=710bf1a5e2a42987&vjs=3,MD,Fort Detrick
Bioinformatics Scientist II - 64019,Children's Hospital of Philadelphia,4.0,"Philadelphia, PA",,Use standard pipelines for data processing and manipulation in advance of performing analysis in a manner that best enables the analysis plan.,1 day ago,2020-10-29,https://www.indeed.com/rc/clk?jk=71aa8d47f5c125af&fccid=af97857db3a698b1&vjs=3,PA,Philadelphia
Scientist II,SummerBio,,"Menlo Park, CA",,"Analyze, prepare, and clearly present results to interdisciplinary teams.
Experience with Primer3, BLAST, Primer-BLAST, and UCSC in-silico tools and similar…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXs2IaCmHdINpcAqGZIbNzZ_lyFyweCjF6mhkwH7VxlWEr64k8jsWiZED4Op9aOTAJiavWc7OqDEN2gkfkr3hZU8Af_6QVyDPLru-uI0h4ttSj51vtJQr1WheTW9Ft1tMC8dQMOJqHn-QEKQ36yWbOpj70bvPK65LXRatGd5TjiD9i-GyrL_HUj1asT5yfRVvnNAwk74icPzlBCr9r97vqEj2VhZyDRMsjJkHxCQA-oRNX6VU3pB03PMfBpFPpUpBSTgEQGJmsdCqzKmAtalOmhe9uoE2JyUqPsOOghs9RaqBLeckMuoIgRnZHms45hmLnZRILIVRfxMYyX3D55Mob26AiB9CzzTH7R4QX6tXyUovxuJ_Q5BARdAbBXIGG3ekInrzRB0NiXOQNCv-ppLd3bUngCdlw5c7X7UX44Uvusmtg_UAm1-WoXA6K2JW-yzjt0TQkEo9PWA83uarhGt4s&p=13&fvj=1&vjs=3,CA,Menlo Park
Scientist,"GENEWIZ, Inc.",3.3,"South Plainfield, NJ",,"Carry on routine NGS lab duty including sample QC, library prep, and sequencing.
Work closely with other team members to ensure timely and effectively…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cs6xOhnJVRMRDJJUnubzeP-1VsWav6pPU07VdL3pV1RkCDDbnLBZtEHwD6tXu--fCEGage1Khj1geS6Lb16Ca6GoML1fxxyX4p3uEfLISk86CcE4vCpDhqhUWq2ej93mtykqeMNwrMUwOC21dqQ-RpXdvD__OwqgC8_968o-ZH82Nz0BiONQEVKYieKF8yvCGE6X0pYqm3dRbHkgjm8o0_rtud-6jE2Gkm5rEKzAtTuluyeYTI7zTooErkG7HIzRRo6_HeRy8MzJqDg-o1t-WbkS4LhHMiTe_VpL-64RfXKqKxSe39KB2vZGprIJUag8y9CcXEA5VUwHmn-xcpJEvA-jmKhB9bFfDsLHENZF9QWRC_sYw_7ka_n2kbRuZ1y-K44i0RTSw4zsD6pgZjop7FjFgvwqRKfnpytP7JAhd3Mnh1SBgubhi43DcyxeYC_OX4Vdw-_l74e4bs80g2Y0CLXKe67oQLRjOmu7PROz-D_SnGveNA59Bm3XOTMcNuZ0IhYbzQIOowxQ==&p=14&fvj=0&vjs=3,NJ,South Plainfield
Bioinformatics Scientist,Eclipse BioInnovations,,"San Diego, CA","$80,000 - $120,000 a year","Perform previously existing standard analysis pipelines using the AWS cloud platform.
Examine data and preparing technical reports, summaries, protocols and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CN0eHvAlBSxXhl4Ps2VJw_aQAABUbiWN04Z2lSTQb-SSVpbfF-nePkyM85OL3eAYBFRuJHRhEGpXRuIwZkxB7ZgOl5iSqMsb3wHPy3U8y3lEk5npjq_rRXqvtD2XMii8bX7aRPX30qurv2z_gfzMLkITKbeZm3_UYjEtVUy8mGNQbtPh5OHUfeafAiTApY3Avm_6-IpXsyLEVM7ouO3tGyEwC-nBipHmCBmbGSprbGvySGh5B_Csv5SFwC1dkcqgmiWVMz-u_A7FqqccXy0NOORJbGMALJyg-hsHLDEkgG75Iqf5V07T8ojg81pxJ7vY6lGaeSJ0A8TnnG2hiiuySBwGJtWWd6y3Wr5dvhCt4eX1FAxBhxQpHa8eBxJwcpKXuz8QOFQmQ27zhOxC2tjsffxDu3diUyvDAhHuuGReOfys_BJ9ZMlhmXaa8EowKw41jjOK0zW1G2ry-d0JC0bqhPpsfGBEwC0K8=&p=0&fvj=1&vjs=3,CA,San Diego
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"In-depth experience with bioinformatics tools development.
Develop complex yet robust and scalable bioinformatics solutions for new diagnostic products in CLIA…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVm-PwQrV6cEttH1-Q7w3OkRijNviC6M2kZ3K4BDwIhTOkJNka1ZskguImTLfOU5oqszWABr0q1VGcx4xxEdy49JgERui5v3rhuHAIEYIccq6QFejIN3FYVhqI3GHYVz-hoQo9Jv5WTA6H3oHLdA_oe9FChvBKpDGKm2yg4V_cT419x8AUOBaGxWGsnRxyVjxyUBzxPXdnvpAD3GGr0nACddP9Mw1ZaCN8zWnIL7SEyvNJhnOmo7vW4iJOzjILop0yKM724zyOsTxUhBey34yzrICGJZi7cS3Y9wKpkiF4FZvWYa7-YCgbcfg==&p=1&fvj=1&vjs=3,CA,San Jose
Scientist,"GENEWIZ, Inc.",3.3,"South Plainfield, NJ",,"Carry on routine NGS lab duty including sample QC, library prep, and sequencing.
Work closely with other team members to ensure timely and effectively…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cs6xOhnJVRMRDJJUnubzeP-1VsWav6pPU07VdL3pV1RkCDDbnLBZtEHwD6tXu--fCEGage1Khj1geS6Lb16Ca6GoML1fxxyX4p3uEfLISk86CcE4vCpDhqhUWq2ej93mtykqeMNwrMUwOC21dqQ-RpXdvD__OwqgB5hloNkJFM3rCpAGAsUhMxiSbaj0LhDa2bhx735XOAtxo5Qizegpxp29KHzIELIGLW7qLvn17PXvnG0-iWFjF5vd6-KTv6suo67NdmdC6u9bgJW4sIO59vjVmltmcz7eA6u9zHd8lrFioq5RQrTb9PMRb0c9zb-oGo2rB0nc-Mc491YaMbM1g-0IbhEryb8iqOilr_Zs9wviCtynP5nmeJjU0hsmpDLJ2PpOYbbJWQrUVvqW9zh1PthesQcw-Tvhyjr30GZ54raVipFOjzJH1dc-qVWJcelER4ooZCZjYPb08rJ4RGzY3V6kmiQBB7AwmMBovsAUQ-446FjkpqA31Doyb__R5ysT-pmaX4I2aYxg==&p=2&fvj=0&vjs=3,NJ,South Plainfield
"Research Scientist, Bioinformatics",Kite Pharma,3.8,"Santa Monica, CA",,"Hands-on experience with the bioinformatics analysis of single-cell, flow cytometry, mass spectrometry, and mass cytometry data analysis is required.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKn2asMFt2ssUbZx28JoI1Uu-b2-qdkKONqPCPCy3GTPZSnLSKve2AqItHZiMTx0PnLBBh5HV-V9_v0e2NROkl7iwffsWTIlxg7eDK4eKsAbpGrYfQZfIYdCLjIN0r8CECWuIfxi0vet71uKaP9rFMC0-mFuSve41eyH4eAlAzMB4qt-9dwJ2itFi0_cKYLi4sf_v6SlQYfYk_OX2n9tJgBYWAKFVUl9mftiD2HAVKXc5yeeaiOHk87mh2wBr7QlrNwm-QhH5zhyT8eHMUMbsycUlQ76PDDP0dsHMuEVr0H8fLX-fBzOyzQ6amOIKxS29lG9JubhEwx6b-6_KyMV148AqMzlma5IxAvlN_pF_qrY_ygIj9mdOoiWapl54sb7StQkLYzBBRZOHiQolLdVJdZUNcSIaN_dl501G7MQ483x9Dxjj4jBzG0QrSBlhSwRcU-svVu4th-ELw6UCK-wJB0yppdmi9zEHeBO1nw1NvQXYBgWpUQOi4ER568RVMh3jywDlb7S3We4ugVdIsoNOSZGoVI00JCy5lc3ECCvaXj6gfcB-LG39nelb05cwcLQY2BYIV7ajeqY-ZN2EVMwzrJCdkKjdXtNej065VUcpzEGkDwobFbbLiYn3YryrJW9whGHmhQUobsQ==&p=3&fvj=0&vjs=3,CA,Santa Monica
Computational Biologist / Bioinformatics Data Scientist,Novartis,4.1,"Cambridge, MA",,"Familiarity with biological profiling technologies and the analysis tools to support them.
In this role you will work at the cutting edge of science to tackle…",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Alc63mq7XbG_XJWtX8RBizZIwo5v3DdAY7_u3VbNSkJ_xP7YBlPnYI-Kphl7S8MIhlog1XiH5cK2xrJQTPHiNfolQ_ARFb-Vae4hrYEXjD87cGlJaqlqa7cGqWQ6mzO6GxdXpe2Xz6YDfD_zJXZxEFKnBecDeCYtQHyBnWTsVjrdQMfWBFFlv8mx-K2KNrWojOzUArvPOKx4aapzCQQ0osA_5zn6KUccfWWiL89Le-ChuJ5Sp9FGKGeNuFV7iqSx6UF7lH2immGI3Bkx79o1Zz_QB9UZ93sDMS8JSB0JrHFQ2uLdpdBfQxl0zE0C87w4cDTThu2_0RJjmNVdvqemiMqU83lxob-PAJxZvOagzFNa9VpESxUjJiRlmCUSpYPB8QYtoiCR5ntsG1iC8tLBOy1w4VGVpq9Zc=&p=4&fvj=0&vjs=3,MA,Cambridge
Scientist,Areté,4.0,"Northridge, CA",,"Qualified candidate will have a BS, MS, or PhD degree program in the physical science, mathematics, computer science, or engineering.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cw76nUHSNM5Er8L7TUT-gKPuAdKuTMkGcjrg5-V625nXQ-1c9Cz7nfXE4ULGdal04C1hxExQeODvzLbEqON1_bekaYDzO2b4iqwzbT5IARAkcyBDfpzGqXDHlMhuYv7tZ-caCE7kVOZkYM_NvENNQBn_Fgzq4te_FaRWm8CF66KHcQMopYIHiDR5rrzuz3XC1eJ1Qy-1jxesy3pQRGa26h-JJke795Ht68pafCAg9-XbUtzmcGxN3BT5vC-bUpoiqo34__BCLHi0_3o2ouxXYLSK65nBpVkuD0gzD2fcAzfQadFxDLbExq6vkgJzPYPC0LDuJZZvSOJ0vG5evUvqAZ00uo9kzsev5WjfzV9GFINa0lbPQ1I1FGEYIM6Rp4DPQF9s4GCEevN0RYBiuHhFAqwbKIP4dO3_QHrarPiQEvslEYWwGZ-y7LMQqpueOKEqu0ws0xHWdMadE8zNYjriz6tk624Q-44Dm4KS-Mx1mFNX6IdHbRuZxCnHO5jW__htBni5TORfsrxHOHqhQPS270D1wxQnyM3IhnmUewCmKyR_cswJ24efzE&p=5&fvj=0&vjs=3,CA,Northridge
Cardiopulmonary Specialist - PAH (Northern New Jersey),United Therapeutics,3.8,"Newark, NJ",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyJLH39QmlEdoiBnoV_0VNM6hKlC3j8HW_XhMfMla01qb8AjGlzDRBBfcWYvm3P5w_sFpXlYURm3XhJ6-d--ugSPI4zPqJWOG_9HU3_dBhCqThqqlB8kR2IA6uXjL9iovWjgI1lPtezmm2sCB_ewccKqx-fVQv7K1rw_Zauq9rhVoyeh3dNaIpJOntz_nu6Td8ulByYtyjBkMm-77Z-oqxF4U6dKYmnUPyjUhhRUpPdqz6l5rVS9Q9UJ_kSrLnZMbRUyRTdJoIVdOTkX_73rP7nAjTJmcTBCbQTwp8K1QVr-CES5OzSpNt6iDLQ_4YaunLOMB6bg--0o_h_2r7B1hk1toLRFFeZVUk-vjUMoU7ghOWvBz39d1l-f_w_Nkh7LLcqNJ3YGiV2DM4KCUJ9x9u8if_QTBIFvSEAfnpwogAF5gKh4BHENiKF885NCnAmJEo1yDDw3e5ACDF4YC6j64bNQgzGB2Hqj8QIIXsZRchTdt&p=6&fvj=0&vjs=3,NJ,Newark
"Senior Scientist, Molecular Biology",Directed Genomics,,"Watertown, MA",,"The candidate will oversee and be a point of contact with customers and with their project teams.
Hands-on experience assay design and analysis.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-4IJbn0n4maxljK1jHmajCB9jBDVlhH7ttI1Gl67f0CqgWUJI5HopNoPsoIGVFAKm-bpHUB7lqIN7qGP2twRbIMlkIIsrr1F7GvkpgPfskfDABqmCp6dbb6qvTxtK1mugu91zjNqG23MEVI6yftlErDvH2juNm-r-kKGme-e0kz6U7YlvieJesasZny8bZRsSyhyAtrS-cfyrEQlrQ_BRU3vA1Ql_PXFMOB6Vy3QiQyI7SGxdvhzCBEEZHMooshNsNDpseakstKJpi5AW0sX7IKnD1y5KzFYwDh85qj_urEaNx5kLrBiJg0CjN0Ysj8CZwtKaqr_Nze6JK_fG__FtZV4vgidYSzBm3frK5YIg3Vsj4820Hu8oBeH3oDOdItY1oEHZu1APnA7qn95-4e25pBLDpnZhyZwceNiICHVtlhhKOKsdubNv7-VjpO8TdB8hNgeEydR5gsqeNiMcvKOVERBWvjIH2tAzQKXFO3gzIQ==&p=7&fvj=1&vjs=3,MA,Watertown
Cardiopulmonary Specialist - ILD (Atlanta),United Therapeutics,3.8,"Atlanta, GA",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist - ILD maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyMHIIljHOeKBtX8O6lMGggmITdc_VtbtBITohkXg8VWHN2LxldWGgR0RWQjXEwvUSI7Hm087CoyBVAxA6YcnXaBKbxnlefcutdzmtS5F55k1aI9pKCjGV-_U47r0S289uXN-yXJs9t9btkS3XY9eVkexcMm-h0zMoWnc-wQJ2HREKtz78Z150nvDpURXZUipdYcdCl3JKoL83WxaN0cEfBokMtbsJbPwZfVeX8wrPqrDq4EB7OCAZkSlhHuH_PYFYv8UFJmkbb0WGZadVIcnzWNLxiM6Av8ky7r5kIpWflfvBHYATfBrCDPGmvS1hyuePJVkzZSArURkJ17TmBRKUKBZQPu8diu4BM0rLKKhuTI6Elq0THbleCO4OPeB7E5PCFK_0N8pSeLOpVFp5durUBu6R4fs197lzT2ObiMYyFDh20m32WfWhiKHJDoBr9Z28sTx6uctDowXrVqn0K23Upw=&p=8&fvj=0&vjs=3,GA,Atlanta
Software Product Manager –Bioinformatics,Thermo Fisher Scientific,3.5,"Carlsbad, CA",,"Familiarity with genomics, Next Generation Sequencing (NGS), molecular biology products, and analysis software.",15 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=2c5009ac44f5be22&fccid=126e3afd205caa95&vjs=3,CA,Carlsbad
Application Scientist,"Bio-Rad Laboratories, Inc.",3.7,"Pleasanton, CA",,"Serve as a consultant to the R&D team on experimental design, assay design, and data analysis that meet project objectives when needed.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=66a7b6b82d7909e6&fccid=f5d3dc952a96809f&vjs=3,CA,Pleasanton
Scientist,"GENEWIZ, Inc.",3.3,"South Plainfield, NJ",,"Carry on routine NGS lab duty including sample QC, library prep, and sequencing.
Work closely with other team members to ensure timely and effectively…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cs6xOhnJVRMRDJJUnubzeP-1VsWav6pPU07VdL3pV1RkCDDbnLBZtEHwD6tXu--fCEGage1Khj1geS6Lb16Ca6GoML1fxxyX4p3uEfLISk86CcE4vCpDhqhUWq2ej93mtykqeMNwrMUwOC21dqQ-RpXdvD__OwqgD4vRoUqbXCi7MXEYmqs5s4AcxFkL-mhz70kv3lKpU1cpCLA0AYZQHilGrikb7MZBGQDjn6vvbT5h54Ty4xzPS_HTo0vCHqKSiuuGn9bT4Nf0bvGT8Y5NjF1vsdLFLv_PTeitB1Ecb8uHa0hF79347whNf1taNkhULcfD8zr9iBNGPvx6OJ3SvzhBoT72AKLW3foiu47W9zirneYC2z0vWomhCn5jfL2oeNmbf2Z3CeLpuvTeisrVjjBU_wOM9rw-arjWLbKSiG-RSmrL5nw6-TO9qUe3y97XiFh1MsgTXyFYqcb0NbAZJGhGUW-VFHv0Nhfu5czEbDrlPiy6zK5cB_hpLYkEv3bDNObOJ7Pg9kug==&p=0&fvj=0&vjs=3,NJ,South Plainfield
Scientist,Areté,4.0,"Northridge, CA",,"Qualified candidate will have a BS, MS, or PhD degree program in the physical science, mathematics, computer science, or engineering.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cw76nUHSNM5Er8L7TUT-gKPuAdKuTMkGcjrg5-V625nXQ-1c9Cz7nfXE4ULGdal04C1hxExQeODvzLbEqON1_bekaYDzO2b4iqwzbT5IARAkcyBDfpzGqXDHlMhuYv7tZ-caCE7kVOZkYM_NvENNQBOHnUwUux-YrS3uAF8El9jhG7U4YyjA3YElk_1ygrhA7axbd28pn3jm9ji2k_PROWz5i2QRn1aPRHB1FVBShBAIc66BLcJLMlvcmxpAGJcAJsTHFyghXad2cK3UoV_1GOqxXdmVVsVaBuMyf937pa0UVK1loyhgfakIoeOIyEr9VLawXoUz1scWqYxzSXw0yPrCoYo0YuIcfiWDRVRuBPZmHHsxfN7JzWNsgSIp4Ywf-tqbyrLlyq81t8Mwt5ALMVW2HPRxs3g9BpzJDPZ2Y3kJHyZHczz0k0ghanycl7ZNLIzwnkcHKtFk2yF-rRYVq6tIhrFboqO_hMDsBCyDbZ8NfSYmxyiejttsNkFZQI__drxvBLg7N95N-nnyk93xr_3uKGOetvMW5mnJH90qLJ_DPZsatWDJyP&p=1&fvj=0&vjs=3,CA,Northridge
Production Senior Associate Scientist,QIAGEN,3.8,"Frederick, MD","$75,000 - $80,000 a year",We are currently seeking a Bioinformatics Specialist to work with product development scientists to develop software for assay design and analysis of qPCR data.,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CvMFmOaoyhOOfVlBkD_13-T_ZGHI9CnkpEvHo3JBsiUgH2zVnbXZV1CLwpYvANPmRH2tyebDZaqEJR2k4V1MumgKy1nvZUUt17DUNyzFaM1FWhM69FcLmlNWid7L24CAJx1z8CVd4WR76eNm5vwZb7XExSy14R2xr5jELiiE8jCP3RNCqUjaR267IBKJEyh-23zuL5bo1CiYD2CMHCOfGJs8mOipG8Cj0eBJg2HotDSOJUHkVbHzGh_O3UvBsFOGluRPRAhLwOk2ocvt0KtNqCbnRfNRTcPhXpIH-_i3iLuRdT8hhPAWbRBGLgsTH2hMPHC8Lsv-nmGCdoMT0838k9knsjP3r2Ynahb2eEYDrwrw42AUctdfqfbZ5RfM6gHo7U7LcLu6P8KyB2EwzFHpddZoyETE7MZx2heCeW3WmN3NRVJeU5yb07CkkzRe0TsPbjpfCB2BQ9dSlPQVPqk8LfEn-Ih6pGAHUzImuJVojx5w==&p=2&fvj=1&vjs=3,MD,Frederick
"Research Scientist I, Computational Biology",Takeda Pharmaceutical,3.8,"Boston, MA",,"Theoretical knowledge of bioinformatics, computational biology; Keeps current with emerging trends in bioinformatics and computational biology.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6tF1DcXPw99k01WAegU7DqcreeaBoBHmfj2U8WvtxIig29HrCvcmrtJDTIHnSJ5CyziXdUEsuYMSUysJa43CyINbYaCKQK0Nq8p-qHRlXu4IrqlcL4u568yF1TvL0jjVgB-lME9jW6EDEAZrEhMGnzd50MYwlABJk33oFd1X4d92DxB6YcX1agoAIcE5xgh3_dSWf2LJRtUOCcfP3VI_w0QKZkXYptQuTOnOF1GI77d4CHFsMxFubOg4FOooABjO3zXzwgN_OKgX3Auf3O5YxpW0SXSfRvsUMSCsTLbyrQaLvfxkQ70_j6Yhkf3-zfM-bERDe7c0gYY7a_8Jr79iS0SzFupOSGYghkvFtee7jQF4ktGptcKV_vjj5WPzHvRlq4=&p=3&fvj=0&vjs=3,MA,Boston
Bioinformatics Analyst III (REQ1385),Frederick National Laboratories,,"Bethesda, MD",,"Experience in at least two of the following areas: Exome sequencing, metagenomics, ChIPSeq, RNASeq, DHS-Seq, microarray analysis, DNA methylation analysis.",7 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_SRVRQ3RP5ku5KsCwhGbG0oZjsQz1kMqHFWPuaYy7cftw0pyn8wj0XERHOlreTBrhznEzll35YfEGCDGPfuRIftC5a1Oi_iNeZabcHJ8eAT6PYtK7jn_FxEpG8FsBgjsNbRsuemSBaWdsNPcrnfRja9QJNQNbOpbcNSScKsbB3DRpG9mX0jq6R6kWFnd_OfeML46BZ4Q2G1Pc-AgmvhvW02cW1bVzVmi-Cdi5a7q1RY9eHBiG6pM1Xo5-iEptXXz3H9cVmkK9J0KFXblGuUwwCg1GJezToCRSPJXjma9dNovrzP2JiGbcuSGnmj8yCx1xue4akAxsuYSMmzYGOYxdR7mnidISrYP0oENC35vB1d2MNQbCm3IXGIP3yK0NmoXyPoJExjb1ftHMst_YaZNGs6EC8T2HphP9I2WRkHqQy7nYcHpJ0K7YESpT0A8Dn9Yibh5sChskOz3dh7Ft_mrFmmjrctzC2zzX1lUvBG0i-8DGahDroyHh&p=4&fvj=0&vjs=3,MD,Bethesda
"Scientist, Computational Biology- Cancer Discovery",Monte Rosa Therapeutics,,"Boston, MA","$87,639 - $174,948 a year",The candidate will be a highly creative computational biologist/ data scientist with strong programming and data analysis background and an ambition to tackle…,15 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnYcyEo4Iu3Caq-9bAwapOFs3kgehu-RjY26doX6ev91jOmAfZtS9xaiWdeHsro3_wd7cmoI4kjmS_-iMowvKsBkE1QixvMZbvQSW7BLJZAxuQMM0kKwh_B0i7J4nUIDQqwhbCSE3ID3wYU4bizgE5FDqRVR9iTQ7OS-PhryjzFL2XVmlgZ5NYGQwJGIzlPfZ0MCfan2n6rQDACyJXKOOmDGSyh8b7-MYK8FgHW1V2NRIiUx-88bHYbAI0wDzMfTF7AH69fdZvzHE-4iLdP8AusqMtYlMI3jZMZY7oWdslulNyCUR-oJjPsiGVrD2SmK3XjXqp9MjWjNmq9nB_zHX_WOBxyzpLyLQASuDXmHSd-Qlurg99IHzyrsoqHobprzWwUM6pVty3Cjv1cJeJ2Rw-zv2He4y7yQXCjsxluFwfRRGfSHACqU_B4T6v2AjoRIUUXG7GeaZmkh7Q_-ghDbFMF34YiBz7jFDSP66bVWwEq4ys0OOQGj8Xe3DWMVmH9Lw=&p=5&fvj=1&vjs=3,MA,Boston
Laboratory Technologist II/III - Applied Genomics,Sema4,2.7,"Stamford, CT",$36 - $44 an hour,"Sema4 believes that patients should be treated as partners, and that data should be shared for the benefit of all.
Clinical Laboratory: 1 year (Preferred).",2 days ago,2020-10-29,https://www.indeed.com/company/Sema4/jobs/Laboratory-Technologist-283bd03ac07e3c9e?fccid=c45ea75bef90caa9&vjs=3,CT,Stamford
Field Application Scientist,"Agilent Technologies, Inc.",4.1,"St. Louis, MO",,"Agilent's Diagnostics and Genomics Group is seeking an enthusiastic, people-oriented Pre-/Post-Sales Field Applications Scientist (FAS) to provide wet-lab, data…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=cffb16985f900bb7&fccid=163c11f34750a7cd&vjs=3,MO,St. Louis
Evaluator,ASRT Inc.,,"Atlanta, GA",,"Design and conduct needs assessments and Strengths, Weaknesses, Opportunities, and Threats (SWOT) analysis to assist with providing technical assistance for…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=d8a24dd542d5ce39&fccid=dab491776e2c53f5&vjs=3,GA,Atlanta
Director of Data,Memphis Meats,,"Berkeley, CA",,"Strong history of individual contributions in software development, data science, or bioinformatics.
As the head of the Data team you will manage and grow an…",15 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=8f6096644b365112&fccid=7832fd3ae55c2938&vjs=3,CA,Berkeley
